"ID","name","versionNumber","contentType","dataFileSizeBytes","createdBy","createdOn","modifiedBy","modifiedOn","parentId","synapseURL","dataFileMD5Hex"
"syn55262672","NIL (48).jpg","1","image/jpeg","189081","3489646","1712371276444","3489646","1712371276444","syn55262661","https://www.synapse.org/#!Synapse:syn55262672.1","ad83190a7949221c2949758a37059e55"
"syn55262927","LSIL (17).jpg","1","image/jpeg","190064","3489646","1712371967100","3489646","1712371967100","syn55262661","https://www.synapse.org/#!Synapse:syn55262927.1","16314400adca7bb6e120a8249da17663"
"syn55262939","LSIL (29).jpg","1","image/jpeg","190499","3489646","1712371986716","3489646","1712371986716","syn55262661","https://www.synapse.org/#!Synapse:syn55262939.1","477628494729df7f7fbe585052b21090"
"syn55262923","LSIL (13).jpg","1","image/jpeg","191466","3489646","1712371961059","3489646","1712371961059","syn55262661","https://www.synapse.org/#!Synapse:syn55262923.1","a608200944e93dc084ffc41e90eb96a7"
"syn55263229","HSIL (53).jpg","1","image/jpeg","191860","3489646","1712373619299","3489646","1712373619299","syn55262661","https://www.synapse.org/#!Synapse:syn55263229.1","207548f1ec726dec7905ae0b0d164c1c"
"syn55263197","HSIL (23).jpg","1","image/jpeg","193269","3489646","1712373572907","3489646","1712373572907","syn55262661","https://www.synapse.org/#!Synapse:syn55263197.1","dad6aca12c977046d6bf2bb2d423a6bd"
"syn55263213","HSIL (37).jpg","1","image/jpeg","194219","3489646","1712373593562","3489646","1712373593562","syn55262661","https://www.synapse.org/#!Synapse:syn55263213.1","d43df49389bab4ac4cfe6d6beb8e5b65"
"syn55263203","HSIL (29).jpg","1","image/jpeg","194364","3489646","1712373581746","3489646","1712373581746","syn55262661","https://www.synapse.org/#!Synapse:syn55263203.1","6d0a78997d24ec21a70572aa8ed8aca0"
"syn55262997","LSIL (87).jpg","1","image/jpeg","194933","3489646","1712372077206","3489646","1712372077206","syn55262661","https://www.synapse.org/#!Synapse:syn55262997.1","48422ac83bb1e3a086cf15e75ab4c56f"
"syn55263005","LSIL (95).jpg","1","image/jpeg","195834","3489646","1712372089380","3489646","1712372089380","syn55262661","https://www.synapse.org/#!Synapse:syn55263005.1","4a200f6e62906665581861c9e293fcb1"
"syn55263217","HSIL (41).jpg","1","image/jpeg","196617","3489646","1712373599781","3489646","1712373599781","syn55262661","https://www.synapse.org/#!Synapse:syn55263217.1","2e428bc76c79e08f57d051188817db81"
"syn55262669","NIL (45).jpg","1","image/jpeg","197674","3489646","1712371271123","3489646","1712371271123","syn55262661","https://www.synapse.org/#!Synapse:syn55262669.1","961ae40c5eb543d94b91d686356a8854"
"syn55263204","HSIL (30).jpg","1","image/jpeg","197966","3489646","1712373583245","3489646","1712373583245","syn55262661","https://www.synapse.org/#!Synapse:syn55263204.1","d9825289b4e961fb982ae32dde0bf54d"
"syn55263214","HSIL (38).jpg","1","image/jpeg","198568","3489646","1712373595212","3489646","1712373595212","syn55262661","https://www.synapse.org/#!Synapse:syn55263214.1","9b4217df202381dbabf43d892995910b"
"syn55262670","NIL (46).jpg","1","image/jpeg","198636","3489646","1712371272864","3489646","1712371272864","syn55262661","https://www.synapse.org/#!Synapse:syn55262670.1","1446eab46f4ade26a9e6de19471f7b7a"
"syn55263238","HSIL (62).jpg","1","image/jpeg","201163","3489646","1712373633948","3489646","1712373633948","syn55262661","https://www.synapse.org/#!Synapse:syn55263238.1","1712221afd5b0bb15eb3d60eac19d21a"
"syn55262928","LSIL (18).jpg","1","image/jpeg","202372","3489646","1712371968642","3489646","1712371968642","syn55262661","https://www.synapse.org/#!Synapse:syn55262928.1","dc062267ef373ab020d6b5af81745894"
"syn55263223","HSIL (47).jpg","1","image/jpeg","202413","3489646","1712373609076","3489646","1712373609076","syn55262661","https://www.synapse.org/#!Synapse:syn55263223.1","d5f0a9643e321ce5cf2c0f92d9702002"
"syn55262984","LSIL (74).jpg","1","image/jpeg","202959","3489646","1712372057321","3489646","1712372057321","syn55262661","https://www.synapse.org/#!Synapse:syn55262984.1","aceaa7dd4671160d5477fd1ab0f2b8fe"
"syn55263211","HSIL (36).jpg","1","image/jpeg","203222","3489646","1712373592115","3489646","1712373592115","syn55262661","https://www.synapse.org/#!Synapse:syn55263211.1","424399a18d90180ec1cfe3676e4d6a8a"
"syn55262999","LSIL (89).jpg","1","image/jpeg","203722","3489646","1712372080291","3489646","1712372080291","syn55262661","https://www.synapse.org/#!Synapse:syn55262999.1","3e8bb790aec7db6db5a1286a9a93d010"
"syn55263089","LSIL (178).jpg","1","image/jpeg","203786","3489646","1712372223235","3489646","1712372223235","syn55262661","https://www.synapse.org/#!Synapse:syn55263089.1","14fc8e533ba8919342346bf0be79de84"
"syn55263216","HSIL (40).jpg","1","image/jpeg","205433","3489646","1712373598324","3489646","1712373598324","syn55262661","https://www.synapse.org/#!Synapse:syn55263216.1","c166a0194cd8a9e0173bfcb6f87a6671"
"syn55262674","NIL (50).jpg","1","image/jpeg","205568","3489646","1712371280011","3489646","1712371280011","syn55262661","https://www.synapse.org/#!Synapse:syn55262674.1","ea3586b6c827f47730eefe3cecf9bcad"
"syn55262992","LSIL (82).jpg","1","image/jpeg","205945","3489646","1712372069927","3489646","1712372069927","syn55262661","https://www.synapse.org/#!Synapse:syn55262992.1","f92d68affa4f6532b63c3364ee2be330"
"syn55262980","LSIL (70).jpg","1","image/jpeg","206528","3489646","1712372051176","3489646","1712372051176","syn55262661","https://www.synapse.org/#!Synapse:syn55262980.1","eb16bf94c8638e451d8d27ff72795dab"
"syn55262973","LSIL (63).jpg","1","image/jpeg","208140","3489646","1712372040403","3489646","1712372040403","syn55262661","https://www.synapse.org/#!Synapse:syn55262973.1","ea06867c80a35c00fb47d1701f4bfc9d"
"syn55263199","HSIL (25).jpg","1","image/jpeg","208155","3489646","1712373575861","3489646","1712373575861","syn55262661","https://www.synapse.org/#!Synapse:syn55263199.1","bf20ccd73eb63850afda01317aa31f9d"
"syn55262668","NIL (44).jpg","1","image/jpeg","208255","3489646","1712371269112","3489646","1712371269112","syn55262661","https://www.synapse.org/#!Synapse:syn55262668.1","3de593eac95ba2ff13fcd106a27bf5c4"
"syn55263207","HSIL (32).jpg","1","image/jpeg","209375","3489646","1712373586077","3489646","1712373586077","syn55262661","https://www.synapse.org/#!Synapse:syn55263207.1","bfe8e13ea41a20e2cdb8fa9b37275cf4"
"syn55262943","LSIL (33).jpg","1","image/jpeg","209968","3489646","1712371993020","3489646","1712371993020","syn55262661","https://www.synapse.org/#!Synapse:syn55262943.1","3b3768baac627800c22d84e3614d9d16"
"syn55262752","NIL (56).jpg","1","image/jpeg","211559","3489646","1712371630571","3489646","1712371630571","syn55262661","https://www.synapse.org/#!Synapse:syn55262752.1","cd9c1bec0807ddac02219c64f62913eb"
"syn55262942","LSIL (32).jpg","1","image/jpeg","213761","3489646","1712371991505","3489646","1712371991505","syn55262661","https://www.synapse.org/#!Synapse:syn55262942.1","670c36118376cc6d6f0d0bdaf8e32880"
"syn55263209","HSIL (34).jpg","1","image/jpeg","213853","3489646","1712373589046","3489646","1712373589046","syn55262661","https://www.synapse.org/#!Synapse:syn55263209.1","24dd2af70eb4e9ece24d8c9ce47c8cb4"
"syn55262934","LSIL (24).jpg","1","image/jpeg","213997","3489646","1712371978027","3489646","1712371978027","syn55262661","https://www.synapse.org/#!Synapse:syn55262934.1","5c7eece61026377f5e0e28c1958d9edf"
"syn55263115","LSIL (3).jpg","1","image/jpeg","214601","3489646","1712372264537","3489646","1712372264537","syn55262661","https://www.synapse.org/#!Synapse:syn55263115.1","f02cef40cd747d7a71e82fe6a74943d0"
"syn55263013","LSIL (103).jpg","1","image/jpeg","216591","3489646","1712372101732","3489646","1712372101732","syn55262661","https://www.synapse.org/#!Synapse:syn55263013.1","f9f746d7daa6969ae7ac8a8def1a14c0"
"syn55262945","LSIL (35).jpg","1","image/jpeg","217690","3489646","1712371996414","3489646","1712371996414","syn55262661","https://www.synapse.org/#!Synapse:syn55262945.1","a36e7f1b231f50c5ac69758352c64933"
"syn55262922","LSIL (12).jpg","1","image/jpeg","218822","3489646","1712371959375","3489646","1712371959375","syn55262661","https://www.synapse.org/#!Synapse:syn55262922.1","b9c5e6adee352e1a57a176c89c495284"
"syn55262988","LSIL (78).jpg","1","image/jpeg","219011","3489646","1712372063721","3489646","1712372063721","syn55262661","https://www.synapse.org/#!Synapse:syn55262988.1","f531c2977d16f34981dee86f92089277"
"syn55262716","NIL (43).jpg","1","image/jpeg","219731","3489646","1712371348835","3489646","1712371348835","syn55262661","https://www.synapse.org/#!Synapse:syn55262716.1","a5af72a8185adbacbeeff9f51288bb72"
"syn55263018","LSIL (108).jpg","1","image/jpeg","221054","3489646","1712372109079","3489646","1712372109079","syn55262661","https://www.synapse.org/#!Synapse:syn55263018.1","cfa07afe047c4c05887e3023eccb0aca"
"syn55263222","HSIL (46).jpg","1","image/jpeg","221230","3489646","1712373607444","3489646","1712373607444","syn55262661","https://www.synapse.org/#!Synapse:syn55263222.1","b1c79d2a0a613beb74243e16e39f6fcf"
"syn55263117","LSIL (5).jpg","1","image/jpeg","223816","3489646","1712372267724","3489646","1712372267724","syn55262661","https://www.synapse.org/#!Synapse:syn55263117.1","ce0ae6db9631a26abed0bf7a1068b714"
"syn55262709","NIL (36).jpg","1","image/jpeg","224062","3489646","1712371337536","3489646","1712371337536","syn55262661","https://www.synapse.org/#!Synapse:syn55262709.1","8fb7823c0b4fb4e7b9525eeb65fc1d09"
"syn55262741","NIL (195).jpg","1","image/jpeg","224416","3489646","1712371613300","3489646","1712371613300","syn55262661","https://www.synapse.org/#!Synapse:syn55262741.1","afce8bb667227a1c89677409cdac09d7"
"syn55262925","LSIL (15).jpg","1","image/jpeg","225511","3489646","1712371964119","3489646","1712371964119","syn55262661","https://www.synapse.org/#!Synapse:syn55262925.1","3e6680c8b691b3ca293d0af3b600d46b"
"syn55263088","LSIL (177).jpg","1","image/jpeg","227185","3489646","1712372221697","3489646","1712372221697","syn55262661","https://www.synapse.org/#!Synapse:syn55263088.1","2ca9463377c953da6d5c882ddbdae014"
"syn55262734","NIL (188).jpg","1","image/jpeg","227312","3489646","1712371601956","3489646","1712371601956","syn55262661","https://www.synapse.org/#!Synapse:syn55262734.1","6677852d0e0b3a62a5614746f75f77da"
"syn55262940","LSIL (30).jpg","1","image/jpeg","227640","3489646","1712371988426","3489646","1712371988426","syn55262661","https://www.synapse.org/#!Synapse:syn55262940.1","76e2c45625dbbb34aae6c1b28e2c8f6a"
"syn55262930","LSIL (20).jpg","1","image/jpeg","228738","3489646","1712371971785","3489646","1712371971785","syn55262661","https://www.synapse.org/#!Synapse:syn55262930.1","0092eb4f6daf6fdd6bcf3b10cf9917f4"
"syn55262744","NIL (198).jpg","1","image/jpeg","229008","3489646","1712371617902","3489646","1712371617902","syn55262661","https://www.synapse.org/#!Synapse:syn55262744.1","cf4969e731d2adb7d239e3a32200cf97"
"syn55262979","LSIL (69).jpg","1","image/jpeg","230443","3489646","1712372049801","3489646","1712372049801","syn55262661","https://www.synapse.org/#!Synapse:syn55262979.1","791c5acc10e5a54fa7f7f7bbaa0ff514"
"syn55263113","LSIL (1).jpg","1","image/jpeg","231154","3489646","1712372260988","3489646","1712372260988","syn55262661","https://www.synapse.org/#!Synapse:syn55263113.1","f7b439673ba3e0ff28c7699fd8a356e2"
"syn55263120","LSIL (8).jpg","1","image/jpeg","231632","3489646","1712372272914","3489646","1712372272914","syn55262661","https://www.synapse.org/#!Synapse:syn55263120.1","393e78d99bc038e4213e3ddc7caa69aa"
"syn55263045","LSIL (134).JPG","1","image/jpeg","231770","3489646","1712372151569","3489646","1712372151569","syn55262661","https://www.synapse.org/#!Synapse:syn55263045.1","bc3b167d5ed6a33e69af0f8ba2d4f68c"
"syn55263312","HSIL (121).JPG","1","image/jpeg","232328","3489646","1712373728992","3489646","1712373728992","syn55262661","https://www.synapse.org/#!Synapse:syn55263312.1","02c7243211dca3a356a6acaa72e7f36e"
"syn55263016","LSIL (106).jpg","1","image/jpeg","232365","3489646","1712372106044","3489646","1712372106044","syn55262661","https://www.synapse.org/#!Synapse:syn55263016.1","568176638761d01f3dd386676c642bff"
"syn55262673","NIL (49).jpg","1","image/jpeg","232516","3489646","1712371278099","3489646","1712371278099","syn55262661","https://www.synapse.org/#!Synapse:syn55262673.1","1c64a0f68dde193c05df903e50051079"
"syn55263056","LSIL (145).JPG","1","image/jpeg","233102","3489646","1712372169971","3489646","1712372169971","syn55262661","https://www.synapse.org/#!Synapse:syn55263056.1","b3fd3e4324f95dc70a0c1c4e0c5f699b"
"syn55262671","NIL (47).jpg","1","image/jpeg","235367","3489646","1712371274584","3489646","1712371274584","syn55262661","https://www.synapse.org/#!Synapse:syn55262671.1","93e69b5c762fac4b9003c371ea1eb96b"
"syn55263011","LSIL (101).jpg","1","image/jpeg","238784","3489646","1712372098448","3489646","1712372098448","syn55262661","https://www.synapse.org/#!Synapse:syn55263011.1","51847bebe566c34d60325a4867876f00"
"syn55263200","HSIL (26).jpg","1","image/jpeg","239022","3489646","1712373577409","3489646","1712373577409","syn55262661","https://www.synapse.org/#!Synapse:syn55263200.1","909b38eff0027e437c016623fecbf108"
"syn55262758","NIL (62).JPG","1","image/jpeg","241166","3489646","1712371639861","3489646","1712371639861","syn55262661","https://www.synapse.org/#!Synapse:syn55262758.1","d7bf3cacdec132cb6c83dc892252be5f"
"syn55262957","LSIL (47).jpg","1","image/jpeg","241516","3489646","1712372015409","3489646","1712372015409","syn55262661","https://www.synapse.org/#!Synapse:syn55262957.1","11c4e22c74552cc643e69e7825b7b148"
"syn55262947","LSIL (37).jpg","1","image/jpeg","241850","3489646","1712371999432","3489646","1712371999432","syn55262661","https://www.synapse.org/#!Synapse:syn55262947.1","607dce8c4604fd3ff69d8f48d9056af8"
"syn55262949","LSIL (39).jpg","1","image/jpeg","241947","3489646","1712372002614","3489646","1712372002614","syn55262661","https://www.synapse.org/#!Synapse:syn55262949.1","e793e790d66752cb53b2684276c36e58"
"syn55263105","LSIL (193).jpg","1","image/jpeg","242216","3489646","1712372248241","3489646","1712372248241","syn55262661","https://www.synapse.org/#!Synapse:syn55263105.1","02f6811d3289cd153980a3184e23b67a"
"syn55262981","LSIL (71).jpg","1","image/jpeg","242240","3489646","1712372052650","3489646","1712372052650","syn55262661","https://www.synapse.org/#!Synapse:syn55262981.1","d02cab7e0fb5549ce7190f8519cb0ade"
"syn55262935","LSIL (25).jpg","1","image/jpeg","242956","3489646","1712371979561","3489646","1712371979561","syn55262661","https://www.synapse.org/#!Synapse:syn55262935.1","f15a095a268f08cdc5f5299727286d8a"
"syn55263006","LSIL (96).jpg","1","image/jpeg","243253","3489646","1712372090883","3489646","1712372090883","syn55262661","https://www.synapse.org/#!Synapse:syn55263006.1","6ee1ea389d151c8b60ce7bd619d8420f"
"syn55262702","NIL (29).jpg","1","image/jpeg","243465","3489646","1712371326627","3489646","1712371326627","syn55262661","https://www.synapse.org/#!Synapse:syn55262702.1","0ac17c6dc6d625d603f7676d8a26e93b"
"syn55262711","NIL (38).jpg","1","image/jpeg","243711","3489646","1712371340741","3489646","1712371340741","syn55262661","https://www.synapse.org/#!Synapse:syn55262711.1","6de6dc8a07bd6bde0c484583a32152cd"
"syn55262978","LSIL (68).jpg","1","image/jpeg","243807","3489646","1712372048263","3489646","1712372048263","syn55262661","https://www.synapse.org/#!Synapse:syn55262978.1","b6f7ef01b78c18b83e83ec1c2c62b86c"
"syn55263046","LSIL (135).JPG","1","image/jpeg","243924","3489646","1712372153134","3489646","1712372153134","syn55262661","https://www.synapse.org/#!Synapse:syn55263046.1","fc8667ec7108ce90704c3a58410f9267"
"syn55262964","LSIL (54).jpg","1","image/jpeg","244312","3489646","1712372025900","3489646","1712372025900","syn55262661","https://www.synapse.org/#!Synapse:syn55262964.1","af7eb3a760b8d38c17374ee43eb4c61a"
"syn55262714","NIL (41).jpg","1","image/jpeg","245434","3489646","1712371345641","3489646","1712371345641","syn55262661","https://www.synapse.org/#!Synapse:syn55262714.1","9105fc58e59b745c46db077152cba08a"
"syn55262736","NIL (190).jpg","1","image/jpeg","246241","3489646","1712371605054","3489646","1712371605054","syn55262661","https://www.synapse.org/#!Synapse:syn55262736.1","1d652f199efcc780985a7bc038e73aef"
"syn55263058","LSIL (147).JPG","1","image/jpeg","246954","3489646","1712372173072","3489646","1712372173072","syn55262661","https://www.synapse.org/#!Synapse:syn55263058.1","5d31d316b1ed7d29dfebe1c7eb0c08b2"
"syn55263241","HSIL (65).jpg","1","image/jpeg","247015","3489646","1712373639033","3489646","1712373639033","syn55262661","https://www.synapse.org/#!Synapse:syn55263241.1","f71c3bb2fb0c9ee21cb5b30f72b378db"
"syn55262974","LSIL (64).jpg","1","image/jpeg","247415","3489646","1712372042067","3489646","1712372042067","syn55262661","https://www.synapse.org/#!Synapse:syn55262974.1","71ff58179805d8135f44ca7a902e20d8"
"syn55263114","LSIL (2).jpg","1","image/jpeg","247445","3489646","1712372262781","3489646","1712372262781","syn55262661","https://www.synapse.org/#!Synapse:syn55263114.1","3d4e1f9c6446085669d19dccd5901e3f"
"syn55263221","HSIL (45).jpg","1","image/jpeg","247480","3489646","1712373605840","3489646","1712373605840","syn55262661","https://www.synapse.org/#!Synapse:syn55263221.1","68f4310902048e0cff81076753a98d5a"
"syn55262680","NIL (9).jpg","1","image/jpeg","247641","3489646","1712371294432","3489646","1712371294432","syn55262661","https://www.synapse.org/#!Synapse:syn55262680.1","c0dd0f4b5ded801838a6d63a951a8dac"
"syn55263017","LSIL (107).jpg","1","image/jpeg","248020","3489646","1712372107495","3489646","1712372107495","syn55262661","https://www.synapse.org/#!Synapse:syn55263017.1","be4a6ab621797e43223be816999557b1"
"syn55263064","LSIL (153).JPG","1","image/jpeg","248092","3489646","1712372183108","3489646","1712372183108","syn55262661","https://www.synapse.org/#!Synapse:syn55263064.1","30daba92d6b5f4a271dbda1238d24387"
"syn55263396","HSIL (2).JPG","1","image/jpeg","248762","3489646","1712373856466","3489646","1712373856466","syn55262661","https://www.synapse.org/#!Synapse:syn55263396.1","c04e34aa65348033060c7c5fe32b31d7"
"syn55262956","LSIL (46).jpg","1","image/jpeg","249014","3489646","1712372013978","3489646","1712372013978","syn55262661","https://www.synapse.org/#!Synapse:syn55262956.1","90d6bb0d15fcfdc1f9da5f098c92f503"
"syn55262971","LSIL (61).jpg","1","image/jpeg","249780","3489646","1712372037000","3489646","1712372037000","syn55262661","https://www.synapse.org/#!Synapse:syn55262971.1","49dc736829e98bb1b5b57d530e4183c1"
"syn55262982","LSIL (72).jpg","1","image/jpeg","249912","3489646","1712372054297","3489646","1712372054297","syn55262661","https://www.synapse.org/#!Synapse:syn55262982.1","1412dd3b8b32a5c63a9f575a9d1defdb"
"syn55262986","LSIL (76).jpg","1","image/jpeg","250132","3489646","1712372060567","3489646","1712372060567","syn55262661","https://www.synapse.org/#!Synapse:syn55262986.1","aac6a4df4ab25678ad6719d5f8283c6a"
"syn55262924","LSIL (14).jpg","1","image/jpeg","250341","3489646","1712371962552","3489646","1712371962552","syn55262661","https://www.synapse.org/#!Synapse:syn55262924.1","ea55b55da5eb77d8b35ccc26e15bc6fd"
"syn55263269","HSIL (91).JPG","1","image/jpeg","250508","3489646","1712373681276","3489646","1712373681276","syn55262661","https://www.synapse.org/#!Synapse:syn55263269.1","05dfda7d15ffd37ad26983454b2d4e6e"
"syn55263242","HSIL (66).jpg","1","image/jpeg","250999","3489646","1712373640498","3489646","1712373640498","syn55262661","https://www.synapse.org/#!Synapse:syn55263242.1","9448be412df8527bc23fc86728ba3028"
